,Country,Crisis,Crisis ID,ISO3 code,Region,Type of crisis,Website name,Country level,Unnamed: 8,Indicator,Reliability,Type of entry,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222
22,Chad,Multiple crises in Chad,TCD001,TCD,Africa,Multiple crises country,Country level,Yes,Aggregated,Impediments to entry into country (bureaucratic and administrative),,,,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster,Landmass affected by disaster
23,Chad,Boko Haram in Chad,TCD003,TCD,Africa,Conflict,Boko Haram ,No,Aggregated,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Chad,CAR refugees in Chad,TCD004,TCD,Africa,International displacement,CAR refugees,No,Individual,Interference into implementation of humanitarian activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Chad,Darfur refugees in Chad,TCD005,TCD,Africa,International displacement,Darfur refugees,No,Individual,"Violence against personnel, facilities and assets",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Chad,Tibesti Conflict in Chad,TCD006,TCD,Africa,Conflict,Tibesti conflict,No,Individual,Denial of existence of humanitarian needs or entitlements to assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Chad,Floods in Chad,TCD008,TCD,Africa,Flood,Floods,No,Individual,Restriction and obstruction of access to services and assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Colombia,Complex crisis in Colombia,COL001,COL,Americas,Complex crisis,Complex crisis,Yes,Individual,Ongoing insecurity/hostilities affecting humanitarian assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Colombia,Venezuela displacement in Colombia,COL002,COL,Americas,International displacement,Venezuelan refugees ,No,Individual,Presence of mines and improvised explosive devices ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Colombia,Hurricane Eta and Iota in Colombia,COL003,COL,Americas,Tropical cyclone,Hurricane Eta/Iota,No,Individual,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Congo,Floods in Congo,COG004,COG,Africa,Flood,Floods,Yes,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Costa Rica,Nicaraguan refugees in Costa Rica,CRI002,CRI,Americas,International displacement,Nicaraguan refugees,Yes,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Djibouti,Multiple crises in Djibouti,DJI001,DJI,Africa,Multiple crises country,Country level,Yes,Aggregated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Djibouti,Mixed migration in Djibouti,DJI002,DJI,Africa,International displacement,Mixed Migration,No,Individual,,,,,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries,Crisis related Injuries
35,Djibouti,Drought in Djibouti,DJI003,DJI,Africa,Drought,Drought,No,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,DPRK,Complex crisis in DPRK,PRK001,PRK,Asia,Complex crisis,Complex crisis,Yes,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,DRC,Complex crisis in DRC,COD001,COD,Africa,Complex crisis,Complex crisis,Yes,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
